node_id,terminal_code,terminal_name,venue_id,floor_id,floor_name,lat,lng,radius,type,weight
420367306565,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817293469055,106.66470223951,1.2,1,1
420367307070,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817400222852,106.66492698574,1.2,1,1
420367307171,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817736127402,106.6658657589,1.2,1,1
420367306868,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817986408979,106.66652625287,1.2,1,1
420367306969,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817414054224,106.66496721888,1.2,1,1
420367304242,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.817492431982,106.66519319498,1.2,2,1
420367304343,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,10.816947152696,106.663792303,1.2,1,1
420367304040,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81575768389,106.66366875172,1.2,1,1
420367304141,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816224659533,106.66354604065,1.2,1,1
420367304646,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816611939205,106.66456662118,1.2,1,1
420367304747,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815935187411,106.66205942631,1.2,1,1
420367304444,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815996770242,106.66206981986,1.2,1,1
420367304545,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816100505995,106.66208021343,1.2,1,1
420367305050,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816168016546,106.66208658366,1.2,1,1
420367305151,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816226635452,106.66215062141,1.2,1,1
420367304848,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816310282633,106.66235480458,1.2,1,1
420367304949,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816474283734,106.66264314204,1.2,1,1
420367305454,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816478894204,106.66280139238,1.2,1,1
420367305555,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816517095251,106.66288554668,1.2,1,1
420367305252,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816538501006,106.66294824332,1.2,1,1
420367305353,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816677144408,106.66332509367,1.2,1,1
420367302626,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81672193181,106.66342902929,1.2,1,1
420367302727,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816759144868,106.66352525354,1.2,1,1
420367302424,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81683324165,106.66372306645,1.2,1,1
420367302525,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816863209677,106.66380152106,1.2,1,1
420367303030,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816912936835,106.66393697262,1.2,1,1
420367303131,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817058495758,106.66431449354,1.2,1,1
420367302828,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817092086268,106.66440971196,1.2,1,1
420367302929,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817280127191,106.66477013379,1.2,1,1
420367303434,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817373324313,106.66501387954,1.2,1,1
420367303535,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817369043174,106.66514631361,1.2,1,1
420367303232,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816595473243,106.66310079395,1.2,1,1
420367303333,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816290523458,106.66230350733,1.2,1,1
420367303838,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816365937633,106.66250266135,1.2,1,1
420367303939,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817283749694,106.66490860284,1.2,1,1
420367303636,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816420566163,106.6640553753,1.2,1,1
420367303737,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81577519757,106.66371389249,1.2,1,1
420367301010,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81579561542,106.6637601606,1.2,1,1
420367301111,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815837290112,106.66386476675,1.2,2,1
420367300808,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816492965683,106.66269532363,1.2,1,1
420367300909,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817018734625,106.66421160914,1.2,1,1
420367301414,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817306641817,106.66475944253,1.2,1,1
420367301515,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817198539385,106.66468873564,1.2,1,1
420367301212,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817158033195,106.66458781752,1.2,1,1
420367301313,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817141237945,106.66454691384,1.2,1,1
420367301818,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817169559348,106.66445873623,1.2,1,1
420367301919,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816984444869,106.66390421283,1.2,1,1
420367301616,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817022975169,106.66398870243,1.2,1,1
420367301717,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816976843045,106.66366882102,1.2,1,1
420367302222,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816933372955,106.663559521,1.2,1,1
420367302323,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816932714318,106.66377543882,1.2,1,1
420367302020,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816904722212,106.66369430199,1.2,1,1
420367302121,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816191097812,106.66479884652,1.2,1,1
420367299494,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816172655909,106.664747214,1.2,1,1
420367299595,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816154872643,106.66470362811,1.2,1,1
420367299292,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816139394615,106.6646644008,1.2,1,1
420367299393,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816055418066,106.66452090261,1.2,1,1
420367299898,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81598329701,106.66391304701,1.2,1,1
420367299999,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815853372858,106.66357240646,1.2,1,1
420367299696,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816085872737,106.66418126791,1.2,1,1
420367299797,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816194189047,106.66446485065,1.2,1,1
420367300202,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81630022997,106.66475318812,1.2,1,1
420367300303,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815935860661,106.6633498162,1.2,1,1
420367300000,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815791618476,106.66340815425,1.2,1,1
420367300101,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816122541427,106.66326666773,1.2,1,1
420367300606,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816331826838,106.66382272037,1.2,1,1
420367300707,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816491876094,106.66424650939,1.2,1,1
420367300404,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816530735776,106.66435044499,1.2,1,1
420367300505,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816509431535,106.66376631667,1.2,1,1
420367297878,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816689898484,106.66369255592,1.2,1,1
420367297979,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816806696782,106.6636536642,1.2,1,1
420367297676,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816665687534,106.66418333871,1.2,1,1
420367297777,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816847471664,106.66411158962,1.2,1,1
420367298282,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815851473781,106.6620503275,1.2,1,1
420367298383,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81617561169,106.66199987513,1.2,1,1
420367298080,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816559492925,106.6630036855,1.2,1,1
420367298181,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816637541587,106.66308247539,1.2,1,1
420367298686,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816691549933,106.66320418062,1.2,1,1
420367298787,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816639188184,106.66322329137,1.2,1,1
420367298484,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81584008932,106.66397648799,1.2,1,1
420367298585,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815815719632,106.66387389349,1.2,1,1
420367299090,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816288851342,106.66370683006,1.2,1,1
420367299191,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816622325254,106.66295060059,1.2,1,1
420367298888,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816650317389,106.66304112514,1.2,2,1
420367298989,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816708606878,106.66324631413,1.2,1,1
420367296262,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816901258507,106.66378778507,1.2,1,1
420367296363,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817116975938,106.66447744807,1.2,2,1
420367296060,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817393221926,106.66506087768,1.2,1,1
420367296161,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816080700848,106.66428693963,1.2,1,1
420367296666,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81586532561,106.66403950585,1.2,1,1
420367296767,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.815999367339,106.66201574441,1.2,1,1
420367296464,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816025054291,106.66201809134,1.2,1,1
420367296565,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816169296364,106.66204323705,1.2,1,1
420367297070,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816204862892,106.66208849933,1.2,1,1
420367297171,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816426446562,106.66266128536,1.2,2,1
420367296868,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816446430089,106.66271426634,1.2,2,1
420367296969,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816656206485,106.66312699125,1.2,1,1
420367297474,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816685845211,106.66311525659,1.2,1,1
420367297575,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816610431115,106.66314677254,1.2,2,1
420367297272,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816656535804,106.66326613084,1.2,2,1
420367297373,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816772613645,106.66355995664,1.2,1,1
420367269090,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.81688589938,106.6634285284,1.2,2,1
420367269191,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816743633567,106.66348418424,1.2,2,1
420367268888,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817087226603,106.66396504457,1.2,2,1
420367268989,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817123451659,106.66406126882,1.2,1,1
420367269494,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.816967025248,106.66408657749,1.2,1,1
420367269595,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817177789235,106.6642015772,1.2,2,1
420367269292,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,10.817038487429,106.66426092108,1.2,2,1
